	production_budget	domestic_gross_x	worldwide_gross	month	year	studio	genre_ids	original_language	popularity	vote_average	vote_count	date	month	year
They Came at Night							[]	en	0.6	9.0	1.0	2014-04-12	4.0	2014.0
700 Sundays							[]	en	0.6	9.0	5.0	2014-04-19	4.0	2014.0
Sing Over Me							[]	en	0.6	9.0	2.0	2014-02-15	2.0	2014.0
Brain of Terror							[]	en	0.6	9.0	1.0	2014-01-02	1.0	2014.0
Above All Else							[99]	en	0.6	9.0	2.0	2014-03-10	3.0	2014.0
Atlas							[99]	en	0.6	9.0	1.0	2014-11-21	11.0	2014.0
Brian Wilson: Songwriter 1969-1982							[]	en	0.6	9.0	1.0	2014-01-01	1.0	2014.0
The Neighbors							[35]	en	0.6	8.8	2.0	2014-09-26	9.0	2014.0
The Black Dahlia Murder: Fool 'Em All							[]	en	0.6	8.8	2.0	2014-06-24	6.0	2014.0
The Bright Day							[18]	fa	0.6	8.8	2.0	2014-11-25	11.0	2014.0
Rat Pack Rat							[18, 10402]	en	0.6	8.7	3.0	2014-01-17	1.0	2014.0
Inside the Whale							[18]	en	0.6	8.5	2.0	2014-12-13	12.0	2014.0
The Gospel of Matthew							[18]	en	0.6	8.5	2.0	2014-01-01	1.0	2014.0
Phineas and Ferb: Night of the Living Pharmacists							[]	en	0.6	8.5	2.0	2014-10-04	10.0	2014.0
Naked							[]	en	0.6	8.5	2.0	2014-12-30	12.0	2014.0
Runaway Dream							[28, 80]	en	0.6	8.5	1.0	2014-12-01	12.0	2014.0
Skydancers							[99]	en	0.6	8.5	2.0	2014-01-01	1.0	2014.0
Sleepless in America							[]	en	0.6	8.5	2.0	2014-11-30	11.0	2014.0
Living with Jigsaw							[]	en	0.6	8.5	2.0	2014-08-29	8.0	2014.0
Slaying the Badger							[99]	en	0.6	8.5	2.0	2014-07-22	7.0	2014.0
Your Inner Fish							[99]	en	0.6	8.3	3.0	2014-04-09	4.0	2014.0
Sweeney Todd: The Demon Barber of Fleet Street							[27, 53, 18, 10402]	en	0.6	8.3	3.0	2014-09-26	9.0	2014.0
Terror at the Mall							[99]	en	0.6	8.3	3.0	2014-09-15	9.0	2014.0
CKY: The Greatest Hits							[99]	en	0.6	8.3	4.0	2014-11-02	11.0	2014.0
Nixon by Nixon: In His Own Words							[99]	en	0.6	8.3	4.0	2014-08-04	8.0	2014.0
Asteroid							[]	es	0.6	8.3	2.0	2014-03-13	3.0	2014.0
Carb-Loaded: A Culture Dying to Eat							[99]	en	0.6	8.2	3.0	2014-09-25	9.0	2014.0
Simply Gay The Movie							[18]	fr	0.6	8.1	6.0	2014-09-13	9.0	2014.0
Willie Nelson Live @ SXSW							[10402]	en	0.6	8.0	1.0	2014-03-15	3.0	2014.0
When God Left the Building							[]	en	0.6	8.0	1.0	2014-01-01	1.0	2014.0
Lake							[16, 14]	en	0.6	8.0	1.0	2014-02-11	2.0	2014.0
Afflicted, Inc.							[14, 53, 36]	en	0.6	8.0	1.0	2014-03-24	3.0	2014.0
Addiction: This Is Not a Love Story							[]	en	0.6	8.0	1.0	2014-11-20	11.0	2014.0
Batmetal							[10402, 35]	en	0.6	8.0	1.0	2014-01-07	1.0	2014.0
The Distortion of Sound							[99, 10402]	en	0.6	8.0	2.0	2014-07-10	7.0	2014.0
Vegas Vikings							[99, 18, 53]	en	0.6	8.0	1.0	2014-12-06	12.0	2014.0
Rise of a Texas Bluesman: Stevie Ray Vaughan 1954-1983							[99, 10402]	en	0.6	8.0	1.0	2014-09-09	9.0	2014.0
INT. CAFÉ – NIGHT							[10749, 18]	en	0.6	8.0	3.0	2014-09-20	9.0	2014.0
Paris by night 112							[18, 10402, 10770]	vi	0.6	8.0	1.0	2014-12-21	12.0	2014.0
Kounterclockwise in Forever-Land							[16, 35, 10402, 878]	en	0.6	8.0	2.0	2014-03-09	3.0	2014.0
Drink							[878, 18]	en	0.6	8.0	1.0	2014-01-01	1.0	2014.0
Chestnut Street							[]	en	0.6	8.0	1.0	2014-01-01	1.0	2014.0
Emulsion Electrons Imbued							[]	en	0.6	8.0	1.0	2014-01-01	1.0	2014.0
Finding Home							[]	en	0.6	8.0	3.0	2014-03-24	3.0	2014.0
Closed Set							[]	en	0.6	8.0	2.0	2014-04-06	4.0	2014.0
Sabrina: Secrets of a Teenage Witch - A Witch and the Werewolf							[]	en	0.6	8.0	1.0	2014-09-01	9.0	2014.0
Inside Her Sex							[99]	en	0.6	8.0	1.0	2014-11-30	11.0	2014.0
Cowboy Christmas							[99]	en	0.6	8.0	2.0	2014-11-08	11.0	2014.0
Sufferfest 2: Desert Alpine							[]	en	0.6	8.0	1.0	2014-11-13	11.0	2014.0
NEW							[18, 878]	en	0.6	8.0	1.0	2014-12-04	12.0	2014.0
Skunk							[18]	en	0.6	8.0	2.0	2014-10-18	10.0	2014.0
Barbie Boy							[]	en	0.6	8.0	1.0	2014-11-14	11.0	2014.0
My Depression (The Up and Down and Up of It)							[16, 99]	en	0.6	8.0	2.0	2014-04-17	4.0	2014.0
Faberge: A Life of Its Own							[36, 99]	en	0.6	8.0	1.0	2014-04-04	4.0	2014.0
Basically							[35, 18]	en	0.6	8.0	1.0	2014-02-25	2.0	2014.0
Dearly Departed: Vol. 2							[]	en	0.6	8.0	2.0	2014-06-14	6.0	2014.0
Rise of the Entrepreneur: The Search for a Better Way							[]	en	0.6	8.0	1.0	2014-11-20	11.0	2014.0
Fandry							[]	mr	0.6	8.0	1.0	2014-02-14	2.0	2014.0
JFK to 9/11: Everything is a Rich Man's Trick							[80, 99, 36]	en	0.6	8.0	2.0	2014-11-19	11.0	2014.0
Teenagers With Attitude							[878]	en	0.6	8.0	2.0	2014-09-24	9.0	2014.0
Why I'm Not on Facebook							[99]	en	0.6	8.0	2.0	2014-01-01	1.0	2014.0
Skinned							[]	en	0.6	8.0	2.0	2014-01-01	1.0	2014.0
That's Not Funny							[99]	en	0.6	8.0	1.0	2014-06-18	6.0	2014.0
Runaway Hearts							[]	en	0.6	8.0	1.0	2014-01-01	1.0	2014.0
Compared To What: The Improbable Journey Of Barney Frank							[99]	en	0.6	8.0	3.0	2014-04-27	4.0	2014.0
The Eve							[53, 27]	en	0.6	8.0	1.0	2014-08-15	8.0	2014.0
Inside Metal: The Pioneers of L.A. Hard Rock and Metal							[99]	en	0.6	8.0	1.0	2014-11-06	11.0	2014.0
Opposite Field							[]	en	0.6	8.0	1.0	2014-01-01	1.0	2014.0
The Peculiar Predicament of Paul and Penelope							[]	en	0.6	8.0	1.0	2014-12-01	12.0	2014.0
The Run of His Life: The People v. O.J. Simpson							[]	en	0.6	8.0	1.0	2014-01-01	1.0	2014.0
Last Days							[80, 16]	en	0.6	8.0	5.0	2014-12-07	12.0	2014.0
Lalaloopsy Girls: Welcome to L.A.L.A. Prep School							[10751]	en	0.6	8.0	2.0	2014-12-02	12.0	2014.0
Frank Skinner Live - Man in a Suit							[35]	en	0.6	8.0	1.0	2014-12-01	12.0	2014.0
Joe Rogan: Rocky Mountain High							[35]	en	0.6	8.0	1.0	2014-11-21	11.0	2014.0
Everything Will Change							[10402, 99]	en	0.6	8.0	1.0	2014-11-24	11.0	2014.0
Exile Nation: The Plastic People							[]	en	0.6	8.0	1.0	2014-10-31	10.0	2014.0
Blue Gold: American Jeans							[99]	en	0.6	8.0	2.0	2014-05-31	5.0	2014.0
Jason Manford: First World Problems							[35]	en	0.6	8.0	1.0	2014-11-17	11.0	2014.0
The U Part 2							[]	en	0.6	8.0	2.0	2014-12-13	12.0	2014.0
Brothers in Exile							[]	en	0.6	8.0	4.0	2014-11-04	11.0	2014.0
Almost Ablaze							[99]	en	0.6	8.0	2.0	2014-10-21	10.0	2014.0
John's of 12th Street							[99]	en	0.6	8.0	1.0	2014-11-16	11.0	2014.0
Remaking the Legend: Halo 2 Anniversary							[878, 99]	en	0.6	8.0	1.0	2014-11-03	11.0	2014.0
Kehinde Wiley: An Economy of Grace							[99]	en	0.6	8.0	2.0	2014-09-05	9.0	2014.0
Bag Man							[28, 18]	en	0.6	8.0	4.0	2014-09-10	9.0	2014.0
China Test Girls							[53]	en	0.6	8.0	1.0	2014-12-31	12.0	2014.0
A Small Section of the World							[99]	en	0.6	8.0	1.0	2014-01-01	1.0	2014.0
The Dreamlife of David L							[]	fr	0.6	8.0	1.0	2014-04-11	4.0	2014.0
Nine Days and Nights of Ed Sheeran							[99, 10402]	en	0.6	8.0	3.0	2014-06-10	6.0	2014.0
Floating							[18]	en	0.6	8.0	1.0	2014-06-14	6.0	2014.0
Metamoris 3 - The Rematch							[]	en	0.6	8.0	1.0	2014-03-29	3.0	2014.0
Wolverine Versus Sabretooth							[]	en	0.6	8.0	2.0	2014-01-14	1.0	2014.0
Barney: Happy Birthday Barney!							[10751]	en	0.6	8.0	1.0	2014-04-01	4.0	2014.0
Verbatim							[35, 99]	en	0.6	8.0	1.0	2014-01-17	1.0	2014.0
Honor Diaries							[99]	en	0.6	8.0	2.0	2014-03-08	3.0	2014.0
Something, Anything							[10749, 18]	en	0.6	8.0	2.0	2015-01-09	1.0	2015.0
Volcom: True to This							[28]	en	0.6	8.0	1.0	2014-01-01	1.0	2014.0
My Last Year With The Nuns							[]	en	0.6	8.0	1.0	2014-05-21	5.0	2014.0
VeggieTales: Veggies In Space - The Fennel Frontier							[16, 10751]	en	0.6	8.0	1.0	2014-02-03	2.0	2014.0
The Gable 5							[28]	en	0.6	8.0	1.0	2014-03-27	3.0	2014.0
Journey of a Female Comic							[99]	en	0.6	8.0	1.0	2014-05-02	5.0	2014.0
Cairo Drive							[99]	ar	0.6	8.0	1.0	2014-09-30	9.0	2014.0
Death Metal Angola							[99]	en	0.6	8.0	3.0	2014-11-07	11.0	2014.0
Torturous							[]	en	0.6	8.0	1.0	2014-02-20	2.0	2014.0
A Tale of Momentum & Inertia							[16, 35]	en	0.6	7.8	5.0	2014-04-01	4.0	2014.0
The Newburgh Sting							[99]	en	0.6	7.8	5.0	2014-04-20	4.0	2014.0
Slap							[18]	en	0.6	7.8	2.0	2014-11-08	11.0	2014.0
Jake Bugg - Live at the Royal Albert Hall							[10402]	en	0.6	7.8	2.0	2014-12-19	12.0	2014.0
Ever							[18, 10749]	en	0.6	7.8	4.0	2014-04-26	4.0	2014.0
Silenced							[99]	en	0.6	7.7	7.0	2014-11-19	11.0	2014.0
My Italian Secret: The Forgotten Heroes							[]	en	0.6	7.7	3.0	2014-10-12	10.0	2014.0
Leonard in Slow Motion							[35]	en	0.6	7.7	3.0	2014-04-06	4.0	2014.0
Dead Frequency							[10749, 35, 18]	en	0.6	7.7	3.0	2014-01-01	1.0	2014.0
One Little Pill							[99, 18]	en	0.6	7.7	3.0	2014-10-01	10.0	2014.0
Goreyan Nu Daffa Karo							[]	en	0.6	7.7	3.0	2014-09-12	9.0	2014.0
American Interior							[99]	en	0.6	7.7	3.0	2014-03-11	3.0	2014.0
Sign Painters							[99]	en	0.6	7.7	3.0	2014-05-13	5.0	2014.0
Brian and the Boz							[99]	en	0.6	7.6	4.0	2014-10-28	10.0	2014.0
No Cameras Allowed							[99]	en	0.6	7.6	4.0	2014-07-23	7.0	2014.0
We Cause Scenes							[]	en	0.6	7.6	5.0	2014-01-08	1.0	2014.0
Derren Brown: Infamous							[99, 10770]	en	0.6	7.5	11.0	2014-09-22	9.0	2014.0
Dragon Ball Z: Light of Hope							[]	es	0.6	7.5	3.0	2014-01-30	1.0	2014.0
Todd Barry: The Crowd Work Tour							[35]	en	0.6	7.5	2.0	2014-03-22	3.0	2014.0
Our Magic							[]	en	0.6	7.5	1.0	2014-01-01	1.0	2014.0
5 Seconds of Summer							[]	en	0.6	7.5	2.0	2014-01-01	1.0	2014.0
The Dukes of September - Live at Lincoln Center							[10402]	en	0.6	7.5	1.0	2014-03-18	3.0	2014.0
Submarine Sandwich							[16]	en	0.6	7.5	5.0	2014-12-10	12.0	2014.0
Nina Conti: Dolly Mixtures							[35]	en	0.6	7.5	1.0	2014-12-08	12.0	2014.0
Navy SEALs: Their Untold Story							[99, 10752]	en	0.6	7.5	4.0	2014-11-01	11.0	2014.0
Sid the Science Kid: What Is a Rainbow?							[10751]	en	0.6	7.5	1.0	2014-03-04	3.0	2014.0
Human Voice							[10749, 18]	en	0.6	7.5	4.0	2014-04-21	4.0	2014.0
American Pharaoh							[99]	en	0.6	7.5	1.0	2014-06-16	6.0	2014.0
Tinkerbell Pirate Shorts							[]	en	0.6	7.5	2.0	2014-04-01	4.0	2014.0
Bipolar							[53, 9648]	en	0.6	7.5	2.0	2014-05-30	5.0	2014.0
Cyber-Seniors							[99]	en	0.6	7.5	5.0	2014-05-01	5.0	2014.0
Billy Joel: A Matter of Trust - The Bridge to Russia							[]	en	0.6	7.5	1.0	2014-01-31	1.0	2014.0
Red Dirt Rising							[18]	en	0.6	7.5	2.0	2014-10-31	10.0	2014.0
Life After Pi							[99]	en	0.6	7.4	7.0	2014-02-27	2.0	2014.0
Life's a Bitch							[35]	fr	0.6	7.3	3.0	2014-01-17	1.0	2014.0
The Awareness							[18, 878]	en	0.6	7.3	3.0	2014-01-02	1.0	2014.0
Heather McDonald: I Don't Mean to Brag							[35]	en	0.6	7.3	3.0	2014-08-29	8.0	2014.0
She Makes Comics							[99]	en	0.6	7.3	4.0	2014-11-15	11.0	2014.0
Apocalypse, Man							[99]	en	0.6	7.3	2.0	2014-01-14	1.0	2014.0
Know How							[]	en	0.6	7.3	2.0	2014-03-08	3.0	2014.0
Dangerous Toys							[]	en	0.6	7.3	2.0	2014-01-11	1.0	2014.0
All American High: Revisited							[99]	en	0.6	7.3	4.0	2014-03-09	3.0	2014.0
Escape From a Nazi Death Camp							[99, 36]	en	0.6	7.2	3.0	2014-05-21	5.0	2014.0
Lambert & Stamp							[99, 10402]	en	0.6	7.2	6.0	2014-01-20	1.0	2014.0
Watermark							[99]	en	0.6	7.2	12.0	2014-04-04	4.0	2014.0
Interesting Ball							[14, 35]	en	0.6	7.1	7.0	2014-11-03	11.0	2014.0
The Drop Box							[99]	en	0.6	7.1	8.0	2014-04-05	4.0	2014.0
Mistaken for Strangers							[99, 10402]	en	0.6	7.1	34.0	2014-03-28	3.0	2014.0
Manos sucias							[53, 18]	es	0.6	7.0	11.0	2014-04-17	4.0	2014.0
Little Darling							[16, 10749]	en	0.6	7.0	1.0	2014-08-14	8.0	2014.0
Arrowed							[]	en	0.6	7.0	1.0	2014-01-01	1.0	2014.0
The Turtle's Head							[35]	en	0.6	7.0	1.0	2014-01-01	1.0	2014.0
The Real Chainsaw Massacre							[99, 80]	en	0.6	7.0	1.0	2014-08-31	8.0	2014.0
Falling							[]	en	0.6	7.0	1.0	2014-12-01	12.0	2014.0
What It Was							[18, 10749]	en	0.6	7.0	2.0	2014-07-26	7.0	2014.0
The Ledge End of Phil							[16, 18]	en	0.6	7.0	1.0	2014-11-14	11.0	2014.0
Miss Miao							[18, 53]	en	0.6	7.0	1.0	2014-05-31	5.0	2014.0
The Adventures of Paula Peril							[9648, 12]	en	0.6	7.0	1.0	2014-02-25	2.0	2014.0
Vaccines: Calling the Shots							[]	en	0.6	7.0	1.0	2014-09-10	9.0	2014.0
Prison State							[99]	en	0.6	7.0	1.0	2014-04-29	4.0	2014.0
Berlin Wall: The Night the Iron Curtain Closed							[99]	en	0.6	7.0	1.0	2014-11-09	11.0	2014.0
I Choose							[]	en	0.6	7.0	1.0	2014-06-10	6.0	2014.0
Star Wars Rebels: Art Attack							[]	en	0.6	7.0	6.0	2014-08-18	8.0	2014.0
Last Spring Break							[35]	en	0.6	7.0	1.0	2014-12-31	12.0	2014.0
Dick Cavett's Watergate							[99]	en	0.6	7.0	1.0	2014-08-08	8.0	2014.0
Catatonia							[53, 27]	en	0.6	7.0	1.0	2014-01-01	1.0	2014.0
The Majdanek Gas Chamber Myth							[]	en	0.6	7.0	1.0	2014-12-07	12.0	2014.0
9 minutes							[878]	en	0.6	7.0	1.0	2014-06-05	6.0	2014.0
The Weigh In							[]	en	0.6	7.0	1.0	2014-02-07	2.0	2014.0
American Gladiators							[18, 10751]	en	0.6	7.0	1.0	2014-10-11	10.0	2014.0
Broken Heart Land							[99]	en	0.6	7.0	1.0	2014-06-21	6.0	2014.0
Gasping							[35]	en	0.6	7.0	1.0	2014-11-15	11.0	2014.0
The yellow generation							[16, 12]	es	0.6	7.0	1.0	2014-05-20	5.0	2014.0
Who Is Vermin Supreme? An Outsider Odyssey							[99]	en	0.6	7.0	1.0	2014-04-09	4.0	2014.0
The iMom							[878, 18]	en	0.6	7.0	1.0	2014-06-14	6.0	2014.0
Deadly Famous							[53, 27]	en	0.6	7.0	1.0	2014-04-09	4.0	2014.0
The Secret Santa							[]	en	0.6	7.0	1.0	2014-12-14	12.0	2014.0
Sufferfest 1: Climbing California's 14ers by Bike							[]	en	0.6	7.0	1.0	2014-03-29	3.0	2014.0
Remission							[18, 27]	en	0.6	7.0	1.0	2014-04-14	4.0	2014.0
The Pride of Strathmoor							[16, 27]	en	0.6	7.0	1.0	2014-08-18	8.0	2014.0
Defiance: The Lost Ones							[18, 28, 878]	en	0.6	7.0	1.0	2014-04-02	4.0	2014.0
Althea							[99]	en	0.6	7.0	2.0	2014-11-14	11.0	2014.0
Freedom From Choice							[99]	en	0.6	7.0	1.0	2014-07-12	7.0	2014.0
First Aid Kit - Live at The Paradise							[10402]	en	0.6	7.0	1.0	2014-06-08	6.0	2014.0
Las Marthas							[99, 36]	en	0.6	7.0	1.0	2014-01-19	1.0	2014.0
Bunion							[35, 10749]	en	0.6	7.0	1.0	2014-03-16	3.0	2014.0
Help							[28, 878, 27]	en	0.6	7.0	3.0	2014-07-29	7.0	2014.0
The History of Time Travel							[18, 99]	en	0.6	7.0	2.0	2014-10-25	10.0	2014.0
The Milky Way							[10751, 99]	en	0.6	7.0	3.0	2014-04-01	4.0	2014.0
My Big Brother							[16, 14]	it	0.6	7.0	1.0	2014-05-30	5.0	2014.0
Mimi and Dona							[]	en	0.6	7.0	1.0	2014-10-01	10.0	2014.0
The Last Man on Earth							[878, 35, 10749]	en	0.6	7.0	1.0	2014-03-07	3.0	2014.0
Hate Crimes in the Heartland							[]	en	0.6	7.0	1.0	2014-02-11	2.0	2014.0
Doll Factory							[]	en	0.6	7.0	1.0	2014-10-29	10.0	2014.0
Jennifer Help Us							[27]	en	0.6	7.0	1.0	2014-10-26	10.0	2014.0
First Impression							[]	en	0.6	7.0	1.0	2014-06-20	6.0	2014.0
The Power of Thought							[99]	en	0.6	7.0	1.0	2014-01-01	1.0	2014.0
Masanada Hoovu							[]	en	0.6	7.0	1.0	2014-01-01	1.0	2014.0
Werewolves							[35]	en	0.6	7.0	2.0	2014-10-31	10.0	2014.0
500 Miles							[10749, 18]	en	0.6	7.0	1.0	2014-01-20	1.0	2014.0
Return to the Wild: The Chris McCandless Story							[99, 10770]	en	0.6	7.0	1.0	2014-11-25	11.0	2014.0
The Thanhouser Studio and the Birth of American Cinema							[]	en	0.6	7.0	1.0	2014-12-01	12.0	2014.0
End of the Line							[28, 16]	en	0.6	7.0	2.0	2014-12-08	12.0	2014.0
Back in Time							[10749, 18]	zh	0.6	7.0	3.0	2014-12-12	12.0	2014.0
Baaz							[]	en	0.6	7.0	1.0	2014-01-01	1.0	2014.0
My Milk Cup Cow							[16, 18, 10751]	ja	0.6	7.0	3.0	2014-09-12	9.0	2014.0
More Scenes from a Gay Marriage							[35, 18, 10749]	en	0.6	7.0	2.0	2014-11-18	11.0	2014.0
Mass Extinction: Life at the Brink							[99]	en	0.6	7.0	2.0	2014-11-30	11.0	2014.0
Al Capone: Icon							[99]	en	0.6	7.0	1.0	2014-07-22	7.0	2014.0
Alice Cooper: Raise the Dead (Live from Wacken)							[10402]	en	0.6	7.0	1.0	2014-10-21	10.0	2014.0
Alone With People							[35, 18]	en	0.6	7.0	1.0	2014-07-18	7.0	2014.0
A Reunion							[18, 10749]	en	0.6	7.0	2.0	2014-06-01	6.0	2014.0
Return of the River							[99]	en	0.6	7.0	1.0	2014-10-11	10.0	2014.0
Tomato Republic							[99]	en	0.6	7.0	1.0	2014-04-09	4.0	2014.0
Mike The Knight: Journey To Dragon Mountain							[10751, 16]	en	0.6	7.0	1.0	2014-09-15	9.0	2014.0
Sounding the Alarm: Battling the Autism Epidemic							[99]	en	0.6	7.0	1.0	2014-04-15	4.0	2014.0
Delivery							[]	en	0.6	7.0	2.0	2014-09-16	9.0	2014.0
Pixel Poetry							[99]	en	0.6	7.0	1.0	2014-08-15	8.0	2014.0
The Art of Playing							[99]	en	0.6	7.0	1.0	2014-03-20	3.0	2014.0
Time Machine: The Journey Back							[99, 878]	en	0.6	7.0	2.0	2014-07-08	7.0	2014.0
ErOddity(s)							[18, 14, 27]	en	0.6	7.0	1.0	2014-09-26	9.0	2014.0
Shake the Dust							[99]	en	0.6	7.0	2.0	2014-06-05	6.0	2014.0
Dude Where's My Dog?							[10751]	en	0.6	7.0	1.0	2014-06-12	6.0	2014.0
#chicagoGirl							[99]	en	0.6	7.0	1.0	2014-05-18	5.0	2014.0
Maravilla, Un Luchador							[99]	en	0.6	7.0	1.0	2014-05-29	5.0	2014.0
Mad Dog: Gaddafi's Secret World							[99]	en	0.6	7.0	2.0	2014-04-11	4.0	2014.0
Spies of Mississippi							[99]	en	0.6	7.0	2.0	2014-02-10	2.0	2014.0
The David Dance							[18]	en	0.6	7.0	1.0	2014-03-08	3.0	2014.0
XXII Winter Olympics Opening Ceremony							[]	en	0.6	7.0	1.0	2014-02-07	2.0	2014.0
Through a Lens Darkly: Black Photographers and the Emergence of a People							[99]	en	0.6	7.0	2.0	2014-01-18	1.0	2014.0
Lock Charmer							[18, 35, 10749]	en	0.6	7.0	1.0	2014-01-21	1.0	2014.0
Happiness							[99]	en	0.6	7.0	3.0	2014-01-17	1.0	2014.0
Freedom Summer							[99]	en	0.6	7.0	2.0	2014-01-17	1.0	2014.0
Cesar's Last Fast							[99]	en	0.6	7.0	1.0	2014-04-17	4.0	2014.0
Away From Here							[18]	en	0.6	7.0	2.0	2014-05-17	5.0	2014.0
In No Great Hurry: 13 Lessons in Life with Saul Leiter							[]	en	0.6	7.0	4.0	2014-01-03	1.0	2014.0
A Will for the Woods							[]	en	0.6	7.0	1.0	2014-08-15	8.0	2014.0
Purgatorio: A Journey Into the Heart of the Border							[99]	es	0.6	7.0	3.0	2014-10-03	10.0	2014.0
Run for Your Life							[10770, 18, 53]	en	0.6	6.9	5.0	2014-10-04	10.0	2014.0
R.E.M. By MTV							[10402, 99]	en	0.6	6.9	4.0	2014-11-24	11.0	2014.0
X: Past Is Present							[18, 9648]	en	0.6	6.9	4.0	2014-11-18	11.0	2014.0
Lost In Detroit 2							[28, 53]	en	0.6	6.9	4.0	2014-07-23	7.0	2014.0
Evolution's Achilles' Heels							[99]	en	0.6	6.8	3.0	2014-10-17	10.0	2014.0
All About Ann: Governor Richards of the Lone Star State							[99]	en	0.6	6.8	3.0	2014-04-28	4.0	2014.0
Cameron's Book of Love							[35, 10749]	en	0.6	6.8	3.0	2014-03-21	3.0	2014.0
Downstairs							[35, 27]	en	0.6	6.8	4.0	2014-10-19	10.0	2014.0
The Hitch							[99]	en	0.6	6.8	4.0	2014-05-10	5.0	2014.0
Collision Point: The Race to Clean Up Space							[878]	en	0.6	6.8	2.0	2014-02-25	2.0	2014.0
Enquiring Minds: The Untold Story of the Man Behind the National Enquirer							[99]	en	0.6	6.8	4.0	2014-10-16	10.0	2014.0
Jerrod Carmichael: Love at the Store							[35, 10770]	en	0.6	6.8	4.0	2014-10-04	10.0	2014.0
Two Shots Fired							[18, 35]	es	0.6	6.8	4.0	2014-09-29	9.0	2014.0
ThuleTuvalu							[99]	en	0.6	6.8	3.0	2014-11-13	11.0	2014.0
Words with Gods							[18, 35]	en	0.6	6.8	2.0	2014-10-10	10.0	2014.0
Driving Miss Daisy							[]	en	0.6	6.7	5.0	2014-06-04	6.0	2014.0
Lost: Mh 370							[]	en	0.6	6.7	3.0	2014-01-01	1.0	2014.0
Happy Go Lucky							[35, 10749]	en	0.6	6.7	3.0	2014-11-21	11.0	2014.0
I Am Road Comic							[35, 99]	en	0.6	6.7	3.0	2014-04-14	4.0	2014.0
Human Revolution - Deus EX							[878, 28]	en	0.6	6.7	3.0	2014-03-27	3.0	2014.0
Patrick's Day							[18]	en	0.6	6.7	3.0	2014-03-08	3.0	2014.0
Imagine I'm Beautiful							[18]	en	0.6	6.6	4.0	2014-01-01	1.0	2014.0
La Bare							[99]	en	0.6	6.6	5.0	2014-06-27	6.0	2014.0
Stand Clear of the Closing Doors							[18]	en	0.6	6.6	5.0	2014-05-24	5.0	2014.0
Drain the Bermuda Triangle							[99]	en	0.6	6.5	2.0	2014-10-30	10.0	2014.0
Where The Devil Dwells							[27]	en	0.6	6.5	2.0	2014-01-01	1.0	2014.0
The Looking Planet							[12, 16]	en	0.6	6.5	6.0	2014-04-16	4.0	2014.0
Somewhere Down the Line							[12, 16]	en	0.6	6.5	2.0	2014-11-14	11.0	2014.0
Thresher							[27, 878]	en	0.6	6.5	2.0	2014-10-13	10.0	2014.0
Short Plays							[99, 18]	es	0.6	6.5	2.0	2014-06-05	6.0	2014.0
You Won't Regret That Tattoo							[99]	en	0.6	6.5	1.0	2014-06-11	6.0	2014.0
Lila							[]	pt	0.6	6.5	4.0	2014-10-07	10.0	2014.0
The Stomach							[27]	en	0.6	6.5	2.0	2014-09-21	9.0	2014.0
Life of Ryan: Caretaker Manager							[]	en	0.6	6.5	3.0	2014-06-05	6.0	2014.0
Selena Gomez: Living the Dream							[99]	en	0.6	6.5	2.0	2014-07-22	7.0	2014.0
La Coupe							[18, 10751]	en	0.6	6.5	2.0	2014-01-18	1.0	2014.0
Simple Minds: Celebrate (Live at the SSE Hydro Glasgow)							[10402]	en	0.6	6.5	1.0	2014-08-08	8.0	2014.0
Strange Thing							[878, 27]	en	0.6	6.5	1.0	2014-02-08	2.0	2014.0
La Carnada							[18]	es	0.6	6.5	2.0	2014-04-17	4.0	2014.0
Night of the Living Dead							[27]	en	0.6	6.5	1.0	2014-10-24	10.0	2014.0
Slave Trade: How Prince Remade the Music Business							[10402, 99]	en	0.6	6.5	2.0	2014-07-08	7.0	2014.0
The Passenger							[18]	fr	0.6	6.5	3.0	2014-02-11	2.0	2014.0
Lake Los Angeles							[18]	en	0.6	6.5	2.0	2014-06-14	6.0	2014.0
Phantom Limb							[16]	en	0.6	6.5	2.0	2014-05-14	5.0	2014.0
Summer's Shadow							[18, 10751]	en	0.6	6.5	1.0	2014-06-23	6.0	2014.0
Love in the Time of Advertising							[16, 35]	de	0.6	6.5	1.0	2014-03-20	3.0	2014.0
Questioning Darwin							[99]	en	0.6	6.5	2.0	2014-02-10	2.0	2014.0
Mercedes Sosa, The Voice of Latin America							[99]	en	0.6	6.5	4.0	2014-01-24	1.0	2014.0
Secrets of Her Majesty's Secret Service							[]	en	0.6	6.4	7.0	2014-01-01	1.0	2014.0
World of Warcraft: Looking For Group							[99]	en	0.6	6.4	5.0	2014-11-08	11.0	2014.0
My Sister's Kids in Africa							[35, 10751, 12]	da	0.6	6.4	5.0	2014-02-02	2.0	2014.0
Lady Peacock							[10749, 35]	en	0.6	6.3	3.0	2014-01-01	1.0	2014.0
Uncertain Terms							[18]	en	0.6	6.3	6.0	2014-06-14	6.0	2014.0
Waiting in the Wings: The Musical							[35, 10402]	en	0.6	6.3	3.0	2014-04-01	4.0	2014.0
Private Violence							[99]	en	0.6	6.3	3.0	2014-01-19	1.0	2014.0
Quod erat demonstrandum							[18]	ro	0.6	6.3	3.0	2014-05-18	5.0	2014.0
Kung Fu Elliot							[99, 35, 18]	en	0.6	6.3	7.0	2014-01-17	1.0	2014.0
Weekend of a Champion							[99]	en	0.6	6.3	4.0	2014-05-20	5.0	2014.0
